putative enhancer	module assignment
chr18:12349987-12350486|cCREs115209	M11
chr18:12351063-12351562|cCREs115210	M11
chr1:82200031-82200530|cCREs7978	M11
chr1:82474142-82474641|cCREs8007	M11
chr18:3566993-3567492|cCREs114358	M11
chr18:36498507-36499006|cCREs117714	M11
chr18:36665965-36666464|cCREs117726	M11
chr18:41831111-41831610|cCREs118397	M11
chr1:84657026-84657525|cCREs8319	M11
chr18:47665549-47666048|cCREs119150	M11
chr18:56622456-56622955|cCREs120115	M11
chr18:56763478-56763977|cCREs120137	M11
chr18:5986765-5987264|cCREs114642	M11
chr18:60909241-60909740|cCREs120684	M11
chr18:62470696-62471195|cCREs120973	M11
chr18:74011180-74011679|cCREs122420	M11
chr18:75654810-75655309|cCREs122684	M11
chr18:80099929-80100428|cCREs123242	M11
chr18:82798712-82799211|cCREs123594	M11
chr18:82914464-82914963|cCREs123621	M11
chr1:88539964-88540463|cCREs8750	M11
chr1:88594608-88595107|cCREs8763	M11
chr1:88623176-88623675|cCREs8767	M11
chr1:88658449-88658948|cCREs8775	M11
chr1:88696461-88696960|cCREs8779	M11
chr1:89332796-89333295|cCREs8869	M11
chr1:89671541-89672040|cCREs8936	M11
chr1:91031636-91032135|cCREs9123	M11
chr19:18584790-18585289|cCREs125769	M11
chr19:18593807-18594306|cCREs125770	M11
chr19:21713733-21714232|cCREs126068	M11
chr19:21946643-21947142|cCREs126098	M11
chr19:23823659-23824158|cCREs126368	M11
chr19:24025954-24026453|cCREs126419	M11
chr19:24317111-24317610|cCREs126470	M11
chr19:24333156-24333655|cCREs126474	M11
chr19:26467203-26467702|cCREs126685	M11
chr19:29267221-29267720|cCREs127071	M11
chr19:30091854-30092353|cCREs127172	M11
chr19:30096431-30096930|cCREs127173	M11
chr19:30097113-30097612|cCREs127174	M11
chr19:40348245-40348744|cCREs128080	M11
chr19:40370106-40370605|cCREs128088	M11
chr19:40395910-40396409|cCREs128095	M11
chr19:41738229-41738728|cCREs128286	M11
chr19:46553475-46553974|cCREs128864	M11
chr19:48281964-48282463|cCREs129145	M11
chr19:53284583-53285082|cCREs129540	M11
chr19:53708438-53708937|cCREs129602	M11
chr19:53800577-53801076|cCREs129617	M11
chr19:53853222-53853721|cCREs129634	M11
chr19:59052874-59053373|cCREs130344	M11
chr19:59173894-59174393|cCREs130359	M11
chr19:61226097-61226596|cCREs130538	M11
chr19:6451970-6452469|cCREs124663	M11
chr1:97771246-97771745|cCREs9782	M11
chr2:10142843-10143342|cCREs131353	M11
chr2:10216576-10217075|cCREs131363	M11
chr2:10226417-10226916|cCREs131365	M11
chr2:113959264-113959763|cCREs142207	M11
chr2:113980818-113981317|cCREs142209	M11
chr2:114011869-114012368|cCREs142214	M11
chr2:118353768-118354267|cCREs142736	M11
chr2:118354343-118354842|cCREs142737	M11
chr2:118363065-118363564|cCREs142739	M11
chr2:119355155-119355654|cCREs142880	M11
chr2:125300122-125300621|cCREs143559	M11
chr2:125431498-125431997|cCREs143578	M11
chr2:126360808-126361307|cCREs143693	M11
chr2:131750800-131751299|cCREs144379	M11
chr2:132016089-132016588|cCREs144439	M11
chr2:132041603-132042102|cCREs144448	M11
chr2:136670591-136671090|cCREs145019	M11
chr2:13669569-13670068|cCREs131769	M11
chr2:144035084-144035583|cCREs145900	M11
chr2:144238383-144238882|cCREs145939	M11
chr2:144540642-144541141|cCREs145999	M11
chr2:144698110-144698609|cCREs146028	M11
chr2:144700735-144701234|cCREs146029	M11
chr2:144768834-144769333|cCREs146037	M11
chr2:145353947-145354446|cCREs146100	M11
chr2:145365034-145365533|cCREs146104	M11
chr2:145376038-145376537|cCREs146105	M11
chr2:152985726-152986225|cCREs146957	M11
chr2:155309302-155309801|cCREs147239	M11
chr2:156355869-156356368|cCREs147370	M11
chr2:156453797-156454296|cCREs147389	M11
chr2:156480325-156480824|cCREs147400	M11
chr2:157520643-157521142|cCREs147597	M11
chr2:157696312-157696811|cCREs147616	M11
chr2:157751744-157752243|cCREs147627	M11
chr2:157873279-157873778|cCREs147654	M11
chr2:158373156-158373655|cCREs147733	M11
chr2:158441286-158441785|cCREs147743	M11
chr2:158556920-158557419|cCREs147759	M11
chr2:158560061-158560560|cCREs147760	M11
chr2:158561129-158561628|cCREs147761	M11
chr2:158595289-158595788|cCREs147763	M11
chr2:158613615-158614114|cCREs147765	M11
chr2:158734584-158735083|cCREs147800	M11
chr2:158846291-158846790|cCREs147819	M11
chr2:160021602-160022101|cCREs147909	M11
chr2:160507995-160508494|cCREs147971	M11
chr2:160786464-160786963|cCREs148013	M11
chr2:160805283-160805782|cCREs148017	M11
chr2:160841290-160841789|cCREs148020	M11
chr2:160849970-160850469|cCREs148021	M11
chr2:160884054-160884553|cCREs148027	M11
chr2:160994129-160994628|cCREs148047	M11
chr2:161150284-161150783|cCREs148064	M11
chr2:164892153-164892652|cCREs148554	M11
chr2:167895141-167895640|cCREs149093	M11
chr2:17839664-17840163|cCREs132136	M11
chr2:179633629-179634128|cCREs150114	M11
chr2:22338508-22339007|cCREs132656	M11
chr2:22548557-22549056|cCREs132661	M11
chr2:22627413-22627912|cCREs132667	M11
chr2:22652027-22652526|cCREs132671	M11
chr2:22704922-22705421|cCREs132673	M11
chr2:22831476-22831975|cCREs132693	M11
chr2:22915166-22915665|cCREs132701	M11
chr2:24664787-24665286|cCREs132800	M11
chr2:26061153-26061652|cCREs132988	M11
chr2:27301229-27301728|cCREs133156	M11
chr2:27321705-27322204|cCREs133162	M11
chr2:27334936-27335435|cCREs133166	M11
chr2:27421353-27421852|cCREs133183	M11
chr2:27599133-27599632|cCREs133201	M11
chr2:27635728-27636227|cCREs133203	M11
chr2:27681781-27682280|cCREs133211	M11
chr2:34256130-34256629|cCREs134217	M11
chr2:34363863-34364362|cCREs134222	M11
chr2:34527013-34527512|cCREs134237	M11
chr2:51211865-51212364|cCREs135828	M11
chr2:53370449-53370948|cCREs136125	M11
chr2:6226459-6226958|cCREs130958	M11
chr2:70561136-70561635|cCREs137900	M11
chr2:70561996-70562495|cCREs137901	M11
chr2:70567410-70567909|cCREs137903	M11
chr2:70568267-70568766|cCREs137904	M11
chr2:71445734-71446233|cCREs138030	M11
chr2:71517163-71517662|cCREs138041	M11
chr2:71530593-71531092|cCREs138045	M11
chr2:71542815-71543314|cCREs138048	M11
chr2:71547923-71548422|cCREs138050	M11
chr2:72240099-72240598|cCREs138184	M11
chr2:76087165-76087664|cCREs138653	M11
chr2:93690439-93690938|cCREs140283	M11
chr2:93899535-93900034|cCREs140315	M11
chr2:94128459-94128958|cCREs140362	M11
chr3:100995243-100995742|cCREs159634	M11
chr3:101379917-101380416|cCREs159721	M11
chr3:101393491-101393990|cCREs159724	M11
chr3:101404730-101405229|cCREs159725	M11
chr3:101408640-101409139|cCREs159728	M11
chr3:102467264-102467763|cCREs159901	M11
chr3:102474464-102474963|cCREs159903	M11
chr3:102478335-102478834|cCREs159904	M11
chr3:102490566-102491065|cCREs159905	M11
chr3:102506157-102506656|cCREs159908	M11
chr3:102694361-102694860|cCREs159932	M11
chr3:102735370-102735869|cCREs159941	M11
chr3:102743909-102744408|cCREs159943	M11
chr3:104298925-104299424|cCREs160108	M11
chr3:121700536-121701035|cCREs161915	M11
chr3:122730302-122730801|cCREs162076	M11
chr3:122733905-122734404|cCREs162077	M11
chr3:133614807-133615306|cCREs163239	M11
chr3:145959913-145960412|cCREs164736	M11
chr3:151851394-151851893|cCREs165286	M11
chr3:31983688-31984187|cCREs152668	M11
chr3:31984436-31984935|cCREs152669	M11
chr3:31985175-31985674|cCREs152670	M11
chr3:31991706-31992205|cCREs152671	M11
chr3:32057516-32058015|cCREs152684	M11
chr3:32144711-32145210|cCREs152699	M11
chr3:32147845-32148344|cCREs152700	M11
chr3:32150208-32150707|cCREs152701	M11
chr3:32180273-32180772|cCREs152703	M11
chr3:34252889-34253388|cCREs152954	M11
chr3:34266601-34267100|cCREs152956	M11
chr3:34287992-34288491|cCREs152959	M11
chr3:34411603-34412102|cCREs152974	M11
chr3:34443785-34444284|cCREs152981	M11
chr3:34445470-34445969|cCREs152982	M11
chr3:34465494-34465993|cCREs152986	M11
chr3:34504256-34504755|cCREs152992	M11
chr3:34509295-34509794|cCREs152993	M11
chr3:34560104-34560603|cCREs152998	M11
chr3:34561734-34562233|cCREs152999	M11
chr3:34637969-34638468|cCREs153018	M11
chr3:34639218-34639717|cCREs153019	M11
chr3:34652830-34653329|cCREs153024	M11
chr3:34659890-34660389|cCREs153025	M11
chr3:34663373-34663872|cCREs153027	M11
chr3:34664206-34664705|cCREs153028	M11
chr3:34692225-34692724|cCREs153031	M11
chr3:34742781-34743280|cCREs153037	M11
chr3:34813151-34813650|cCREs153046	M11
chr3:34837997-34838496|cCREs153048	M11
chr3:34898709-34899208|cCREs153052	M11
chr3:37769431-37769930|cCREs153352	M11
chr3:49752862-49753361|cCREs154195	M11
chr3:52643078-52643577|cCREs154637	M11
chr3:53476027-53476526|cCREs154776	M11
chr3:53761456-53761955|cCREs154811	M11
chr3:76209585-76210084|cCREs156900	M11
chr3:79867287-79867786|cCREs157216	M11
chr3:82685868-82686367|cCREs157587	M11
chr3:82760105-82760604|cCREs157594	M11
chr3:83980167-83980666|cCREs157699	M11
chr3:88214352-88214851|cCREs158313	M11
chr3:88242682-88243181|cCREs158324	M11
chr4:118359965-118360464|cCREs177202	M11
chr4:119721290-119721789|cCREs177343	M11
chr4:120277238-120277737|cCREs177477	M11
chr4:127227546-127228045|cCREs178167	M11
chr4:129496330-129496829|cCREs178475	M11
chr4:129709558-129710057|cCREs178509	M11
chr4:134606226-134606725|cCREs179187	M11
chr4:135658634-135659133|cCREs179321	M11
chr4:135726594-135727093|cCREs179325	M11
chr4:137704700-137705199|cCREs179572	M11
chr4:14922133-14922632|cCREs167449	M11
chr4:151720430-151720929|cCREs181171	M11
chr4:151968857-151969356|cCREs181199	M11
chr4:20742930-20743429|cCREs167887	M11
chr4:33544932-33545431|cCREs168861	M11
chr4:33555775-33556274|cCREs168865	M11
chr4:33586691-33587190|cCREs168873	M11
chr4:33640273-33640772|cCREs168878	M11
chr4:33712106-33712605|cCREs168892	M11
chr4:33749519-33750018|cCREs168901	M11
chr4:33755534-33756033|cCREs168902	M11
chr4:33780557-33781056|cCREs168905	M11
chr4:33781083-33781582|cCREs168906	M11
chr4:34237879-34238378|cCREs168951	M11
chr4:35125351-35125850|cCREs169067	M11
chr4:41257824-41258323|cCREs169462	M11
chr4:41499798-41500297|cCREs169491	M11
chr4:41546104-41546603|cCREs169502	M11
chr4:41619534-41620033|cCREs169515	M11
chr4:41631418-41631917|cCREs169519	M11
chr4:43720654-43721153|cCREs169698	M11
chr4:44994817-44995316|cCREs169813	M11
chr4:47208939-47209438|cCREs170154	M11
chr4:88238524-88239023|cCREs174142	M11
chr4:96593266-96593765|cCREs174774	M11
chr5:103845440-103845939|cCREs191495	M11
chr5:111029149-111029648|cCREs192100	M11
chr5:113543051-113543550|cCREs192532	M11
chr5:113873024-113873523|cCREs192597	M11
chr5:116758775-116759274|cCREs192990	M11
chr5:118089285-118089784|cCREs193151	M11
chr5:120605679-120606178|cCREs193413	M11
chr5:123364734-123365233|cCREs193814	M11
chr5:125063039-125063538|cCREs194065	M11
chr5:138794720-138795219|cCREs195679	M11
chr5:139051517-139052016|cCREs195712	M11
chr5:140073704-140074203|cCREs195871	M11
chr5:140264224-140264723|cCREs195915	M11
chr5:140289846-140290345|cCREs195922	M11
chr5:140611156-140611655|cCREs195970	M11
chr5:140856097-140856596|cCREs196030	M11
chr5:140857859-140858358|cCREs196031	M11
chr5:140941234-140941733|cCREs196038	M11
chr5:141091778-141092277|cCREs196058	M11
chr5:142778266-142778765|cCREs196251	M11
chr5:142877477-142877976|cCREs196266	M11
chr5:148026831-148027330|cCREs196800	M11
chr5:17499898-17500397|cCREs182836	M11
chr5:17606257-17606756|cCREs182844	M11
chr5:22247781-22248280|cCREs183395	M11
chr5:24497726-24498225|cCREs183657	M11
chr5:24612041-24612540|cCREs183675	M11
chr5:30537616-30538115|cCREs184271	M11
chr5:30750093-30750592|cCREs184305	M11
chr5:30751253-30751752|cCREs184306	M11
chr5:30763285-30763784|cCREs184309	M11
chr5:30796239-30796738|cCREs184317	M11
chr5:31589846-31590345|cCREs184414	M11
chr5:34931687-34932186|cCREs184803	M11
chr5:34937169-34937668|cCREs184804	M11
chr5:34957101-34957600|cCREs184807	M11
chr5:34991823-34992322|cCREs184810	M11
chr5:35195750-35196249|cCREs184846	M11
chr5:35970822-35971321|cCREs184969	M11
chr5:4538756-4539255|cCREs181913	M11
chr5:4851640-4852139|cCREs181945	M11
chr5:4880396-4880895|cCREs181952	M11
chr5:52410344-52410843|cCREs186766	M11
chr5:64806115-64806614|cCREs187785	M11
chr5:65039003-65039502|cCREs187831	M11
chr5:65181247-65181746|cCREs187852	M11
chr5:66762089-66762588|cCREs188089	M11
chr5:66810541-66811040|cCREs188096	M11
chr5:66850883-66851382|cCREs188103	M11
chr5:66968142-66968641|cCREs188131	M11
chr5:67036565-67037064|cCREs188148	M11
chr5:75199788-75200287|cCREs189028	M11
chr5:75450138-75450637|cCREs189063	M11
chr5:75616571-75617070|cCREs189080	M11
chr5:91576954-91577453|cCREs190276	M11
chr5:91578919-91579418|cCREs190277	M11
chr5:91909360-91909859|cCREs190324	M11
chr6:100059823-100060322|cCREs207359	M11
chr6:100581757-100582256|cCREs207442	M11
chr6:103430925-103431424|cCREs207768	M11
chr6:112939363-112939862|cCREs208803	M11
chr6:114275730-114276229|cCREs209038	M11
chr6:114284026-114284525|cCREs209040	M11
chr6:114290302-114290801|cCREs209041	M11
chr6:114291116-114291615|cCREs209042	M11
chr6:114293682-114294181|cCREs209043	M11
chr6:114297672-114298171|cCREs209045	M11
chr6:114329698-114330197|cCREs209051	M11
chr6:114861196-114861695|cCREs209132	M11
chr6:115044023-115044522|cCREs209174	M11
chr6:115057761-115058260|cCREs209178	M11
chr6:115059212-115059711|cCREs209179	M11
chr6:118065904-118066403|cCREs209576	M11
chr6:118188752-118189251|cCREs209592	M11
chr6:119553560-119554059|cCREs209817	M11
chr6:124420319-124420818|cCREs210233	M11
chr6:124749816-124750315|cCREs210275	M11
chr6:12519262-12519761|cCREs198063	M11
chr6:127593636-127594135|cCREs210673	M11
chr6:127614121-127614620|cCREs210676	M11
chr6:127614728-127615227|cCREs210677	M11
chr6:128126906-128127405|cCREs210790	M11
chr6:137210213-137210712|cCREs211574	M11
chr6:137471257-137471756|cCREs211620	M11
chr6:140148278-140148777|cCREs211922	M11
chr6:140282332-140282831|cCREs211941	M11
chr6:140381310-140381809|cCREs211953	M11
chr6:145306823-145307322|cCREs212554	M11
chr6:147317275-147317774|cCREs212850	M11
chr6:147318674-147319173|cCREs212851	M11
chr6:147367560-147368059|cCREs212860	M11
chr6:147671566-147672065|cCREs212874	M11
chr6:22591966-22592465|cCREs198912	M11
chr6:22675183-22675682|cCREs198915	M11
chr6:22794538-22795037|cCREs198921	M11
chr6:28814714-28815213|cCREs199450	M11
chr6:28909761-28910260|cCREs199480	M11
chr6:30300462-30300961|cCREs199685	M11
chr6:30628192-30628691|cCREs199734	M11
chr6:38730541-38731040|cCREs200837	M11
chr6:48568017-48568516|cCREs201814	M11
chr6:49699609-49700108|cCREs201937	M11
chr6:51002947-51003446|cCREs202135	M11
chr6:51626965-51627464|cCREs202207	M11
chr6:51731148-51731647|cCREs202220	M11
chr6:54906067-54906566|cCREs202676	M11
chr6:55130117-55130616|cCREs202707	M11
chr6:6544287-6544786|cCREs197611	M11
chr6:6778990-6779489|cCREs197641	M11
chr6:6798898-6799397|cCREs197643	M11
chr6:6861839-6862338|cCREs197648	M11
chr6:84155746-84156245|cCREs205147	M11
chr6:86964034-86964533|cCREs205511	M11
chr6:88787712-88788211|cCREs205791	M11
chr6:88821970-88822469|cCREs205800	M11
chr6:90463548-90464047|cCREs205976	M11
chr6:90535236-90535735|cCREs205996	M11
chr6:91146848-91147347|cCREs206122	M11
chr6:91220149-91220648|cCREs206140	M11
chr6:91278358-91278857|cCREs206155	M11
chr6:91339484-91339983|cCREs206164	M11
chr6:91347846-91348345|cCREs206166	M11
chr6:91708323-91708822|cCREs206226	M11
chr6:94620829-94621328|cCREs206641	M11
chr6:99784423-99784922|cCREs207330	M11
chr7:100658404-100658903|cCREs220130	M11
chr7:116226844-116227343|cCREs221555	M11
chr7:118314467-118314966|cCREs221817	M11
chr7:118402029-118402528|cCREs221827	M11
chr7:118402722-118403221|cCREs221828	M11
chr7:118509462-118509961|cCREs221844	M11
chr7:118807984-118808483|cCREs221899	M11
chr7:122432435-122432934|cCREs222313	M11
chr7:123162521-123163020|cCREs222433	M11
chr7:125335611-125336110|cCREs222604	M11
chr7:125561834-125562333|cCREs222631	M11
chr7:128529585-128530084|cCREs222985	M11
chr7:128551188-128551687|cCREs222990	M11
chr7:128591327-128591826|cCREs222997	M11
chr7:128672065-128672564|cCREs223005	M11
chr7:130570702-130571201|cCREs223192	M11
chr7:130715626-130716125|cCREs223215	M11
chr7:130720751-130721250|cCREs223217	M11
chr7:130750822-130751321|cCREs223221	M11
chr7:130835627-130836126|cCREs223238	M11
chr7:130855795-130856294|cCREs223241	M11
chr7:130860927-130861426|cCREs223242	M11
chr7:130918297-130918796|cCREs223253	M11
chr7:130953427-130953926|cCREs223261	M11
chr7:130965947-130966446|cCREs223264	M11
chr7:130968729-130969228|cCREs223265	M11
chr7:130979782-130980281|cCREs223267	M11
chr7:135551574-135552073|cCREs223814	M11
chr7:135668925-135669424|cCREs223838	M11
chr7:138253304-138253803|cCREs224042	M11
chr7:138327009-138327508|cCREs224048	M11
chr7:138328842-138329341|cCREs224049	M11
chr7:138398550-138399049|cCREs224059	M11
chr7:138668472-138668971|cCREs224089	M11
chr7:139139938-139140437|cCREs224162	M11
chr7:139147741-139148240|cCREs224163	M11
chr7:142372257-142372756|cCREs224556	M11
chr7:142903111-142903610|cCREs224605	M11
chr7:144170810-144171309|cCREs224741	M11
chr7:16134946-16135445|cCREs213425	M11
chr7:16405940-16406439|cCREs213470	M11
chr7:16475872-16476371|cCREs213477	M11
chr7:37704519-37705018|cCREs214787	M11
chr7:38125858-38126357|cCREs214827	M11
chr7:38151834-38152333|cCREs214830	M11
chr7:38167161-38167660|cCREs214832	M11
chr7:38217544-38218043|cCREs214843	M11
chr7:44430034-44430533|cCREs215080	M11
chr7:44818791-44819290|cCREs215125	M11
chr7:45866008-45866507|cCREs215280	M11
chr7:46449415-46449914|cCREs215337	M11
chr7:46544208-46544707|cCREs215351	M11
chr7:67044161-67044660|cCREs216821	M11
chr7:67230530-67231029|cCREs216839	M11
chr7:67421688-67422187|cCREs216857	M11
chr7:73352188-73352687|cCREs217340	M11
chr7:73366053-73366552|cCREs217343	M11
chr7:73507642-73508141|cCREs217375	M11
chr7:78514807-78515306|cCREs217911	M11
chr7:79194710-79195209|cCREs218000	M11
chr7:80134513-80135012|cCREs218146	M11
chr7:81541027-81541526|cCREs218358	M11
chr7:96865354-96865853|cCREs219613	M11
chr7:97078136-97078635|cCREs219637	M11
chr7:97078697-97079196|cCREs219638	M11
chr7:97082341-97082840|cCREs219640	M11
chr7:97351310-97351809|cCREs219668	M11
chr7:99559214-99559713|cCREs219976	M11
chr7:99795681-99796180|cCREs220007	M11
chr8:105466872-105467371|cCREs234962	M11
chr8:110177466-110177965|cCREs235513	M11
chr8:111769861-111770360|cCREs235742	M11
chr8:114469004-114469503|cCREs236043	M11
chr8:115375746-115376245|cCREs236158	M11
chr8:115414207-115414706|cCREs236165	M11
chr8:115429039-115429538|cCREs236168	M11
chr8:115433493-115433992|cCREs236172	M11
chr8:115521189-115521688|cCREs236181	M11
chr8:115549209-115549708|cCREs236187	M11
chr8:115663024-115663523|cCREs236204	M11
chr8:115769882-115770381|cCREs236218	M11
chr8:115943211-115943710|cCREs236232	M11
chr8:119456508-119457007|cCREs236716	M11
chr8:120121038-120121537|cCREs236822	M11
chr8:120191264-120191763|cCREs236839	M11
chr8:120476976-120477475|cCREs236920	M11
chr8:12126415-12126914|cCREs225737	M11
chr8:12127518-12128017|cCREs225738	M11
chr8:12238823-12239322|cCREs225752	M11
chr8:122793592-122794091|cCREs237297	M11
chr8:123135393-123135892|cCREs237338	M11
chr8:12315183-12315682|cCREs225762	M11
chr8:12324720-12325219|cCREs225764	M11
chr8:12327816-12328315|cCREs225766	M11
chr8:12330953-12331452|cCREs225768	M11
chr8:12331819-12332318|cCREs225769	M11
chr8:12347022-12347521|cCREs225770	M11
chr8:12384681-12385180|cCREs225773	M11
chr8:12385419-12385918|cCREs225774	M11
chr8:12401146-12401645|cCREs225777	M11
chr8:12416026-12416525|cCREs225778	M11
chr8:12430077-12430576|cCREs225781	M11
chr8:12439133-12439632|cCREs225783	M11
chr8:12446446-12446945|cCREs225785	M11
chr8:12469876-12470375|cCREs225787	M11
chr8:12478113-12478612|cCREs225788	M11
chr8:12486101-12486600|cCREs225789	M11
chr8:12486616-12487115|cCREs225790	M11
chr8:125227174-125227673|cCREs237685	M11
chr8:127491848-127492347|cCREs238090	M11
chr8:13226380-13226879|cCREs225886	M11
chr8:26770678-26771177|cCREs227196	M11
chr8:33636313-33636812|cCREs227814	M11
chr8:33681149-33681648|cCREs227824	M11
chr8:57803937-57804436|cCREs230059	M11
chr8:57807129-57807628|cCREs230060	M11
chr8:57970205-57970704|cCREs230092	M11
chr8:66786101-66786600|cCREs230816	M11
chr8:69894551-69895050|cCREs231180	M11
chr8:69936550-69937049|cCREs231190	M11
chr8:70504291-70504790|cCREs231281	M11
chr8:75216897-75217396|cCREs231760	M11
chr8:76767036-76767535|cCREs231847	M11
chr8:76869630-76870129|cCREs231853	M11
chr8:78634561-78635060|cCREs232055	M11
chr8:88760608-88761107|cCREs233280	M11
chr8:88774973-88775472|cCREs233281	M11
chr8:88814378-88814877|cCREs233288	M11
chr8:88844503-88845002|cCREs233290	M11
chr8:89025732-89026231|cCREs233306	M11
chr8:89031731-89032230|cCREs233307	M11
chr8:89032644-89033143|cCREs233308	M11
chr8:89042806-89043305|cCREs233310	M11
chr8:89059068-89059567|cCREs233313	M11
chr8:89059666-89060165|cCREs233314	M11
